ID,Provider_1,ProvID_1,Provider_2,ProvID_2,Stationnam,RiverName,RiverBasin,Country,CountryNam,Continent,HydroRegio,DrainArPro,DrainArLDD,YProvided,XProvided,YCorrected,XCorrected,ToCalibrat,ValidGLOFA,Legend_for,Comments,StartDate,EndDate,AddedDate,Lake,Reservoir,Lastupdate,CalibYear,ExtractGroup
G4319,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,21586,0,0,31.15,5.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4320,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,11031,0,0,31.15,5.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4325,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,32614,0,0,31.05,5.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4326,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,20250,0,0,31.05,5.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4337,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,30463,0,0,30.85,15.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4338,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,20049,0,0,30.85,15.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4341,Synthetic,0,NA,NA,Na,Na,Na,MA,Marocco,Africa,43,-9999,11439,0,0,30.75,-4.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4342,Synthetic,0,NA,NA,Na,Na,Na,MA,Marocco,Africa,43,-9999,12844,0,0,30.75,-4.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4346,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,14311,0,0,30.65,-4.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4347,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,27597,0,0,31.45,-2.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4352,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,14186,0,0,30.55,-2.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4390,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,80361,0,0,29.35,-1.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4397,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,16143,0,0,29.25,-0.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4404,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,15295,0,0,29.05,0.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4405,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,34595,0,0,29.05,0.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4414,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,115714,0,0,28.85,21.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4415,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,182082,0,0,28.85,21.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4433,Synthetic,0,NA,NA,Na,Na,Na,EG,Egypt,Africa,43,-9999,11422,0,0,28.35,30.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4436,Synthetic,0,NA,NA,Na,Na,Na,EG,Egypt,Africa,43,-9999,2893310,0,0,28.25,30.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4438,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,51980,0,0,28.15,22.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4442,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,117272,0,0,28.05,22.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4452,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,19156,0,0,27.75,-7.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4459,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,24138,0,0,27.65,-7.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4460,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,47059,0,0,27.65,22.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4461,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,68559,0,0,27.65,22.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4463,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,17557,0,0,27.45,13.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4464,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,46365,0,0,27.45,14.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4473,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,14284,0,0,27.05,8.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4476,Synthetic,0,NA,NA,Na,Na,Na,EH,Western Sahara,Africa,43,-9999,11725,0,0,26.95,-11.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4477,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,22833,0,0,26.95,-0.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4478,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,12649,0,0,26.95,8.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4479,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,35658,0,0,26.95,21.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4480,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,17217,0,0,26.95,21.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4484,Synthetic,0,NA,NA,Na,Na,Na,EH,Western Sahara,Africa,43,-9999,32734,0,0,26.85,-13.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4485,Synthetic,0,NA,NA,Na,Na,Na,EH,Western Sahara,Africa,43,-9999,37098,0,0,26.85,-12.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4486,Synthetic,0,NA,NA,Na,Na,Na,EH,Western Sahara,Africa,43,-9999,17154,0,0,26.85,-11.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4499,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,15378,0,0,26.55,21.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4506,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,22325,0,0,26.45,21.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4512,Synthetic,0,NA,NA,Na,Na,Na,EG,Egypt,Africa,43,-9999,15853,0,0,26.25,32.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4519,Synthetic,0,NA,NA,Na,Na,Na,EG,Egypt,Africa,43,-9999,2838730,0,0,26.05,32.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4524,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,26752,0,0,25.95,5.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4525,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,27955,0,0,25.95,5.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4527,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,11382,0,0,25.85,5.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4528,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,15257,0,0,25.85,5.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4535,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,13143,0,0,25.75,18.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4536,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,66784,0,0,25.75,19.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4545,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,52856,0,0,25.65,18.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4546,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,26607,0,0,25.65,19.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4580,Synthetic,0,NA,NA,Na,Na,Na,EG,Egypt,Africa,43,-9999,21476,0,0,24.45,32.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4584,Synthetic,0,NA,NA,Na,Na,Na,EG,Egypt,Africa,43,-9999,2779450,0,0,24.35,32.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4588,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,64051,0,0,24.15,23.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4589,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,51630,0,0,24.15,23.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4598,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,12620,0,0,23.85,18.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4603,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,13181,0,0,23.65,17.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4605,Synthetic,0,NA,NA,Na,Na,Na,LY,Libya,Africa,43,-9999,23179,0,0,23.55,17.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4609,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,28723,0,0,23.45,1.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4613,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,20946,0,0,23.35,1.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4614,Synthetic,0,NA,NA,Na,Na,Na,EG,Egypt,Africa,43,-9999,56462,0,0,23.35,30.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4617,Synthetic,0,NA,NA,Na,Na,Na,EG,Egypt,Africa,43,-9999,46447,0,0,23.25,30.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4633,Synthetic,0,NA,NA,Na,Na,Na,EG,Egypt,Africa,43,-9999,44630,0,0,22.55,33.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4634,Synthetic,0,NA,NA,Na,Na,Na,EG,Egypt,Africa,43,-9999,24891,0,0,22.55,33.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4637,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,23623,0,0,22.25,2.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4638,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,17630,0,0,22.25,3.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4639,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,71899,0,0,22.15,1.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4640,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,46205,0,0,22.15,2.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4641,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,17493,0,0,22.15,3.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4642,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,43,-9999,19228,0,0,22.05,1.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4648,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,13857,0,0,21.95,27.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4653,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,18675,0,0,21.85,28.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4666,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,44,-9999,19604,0,0,21.45,7.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4669,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,44,-9999,32870,0,0,21.35,7.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4670,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,50206,0,0,21.35,10.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4671,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,28977,0,0,21.35,11.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4687,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,44,-9999,53749,0,0,20.95,7.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4690,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,13936,0,0,20.85,7.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4699,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,90999,0,0,20.45,11.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4700,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,14753,0,0,20.45,11.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4706,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,17490,0,0,20.25,30.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4710,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,2606140,0,0,20.15,30.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4714,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,36549,0,0,19.85,10.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4717,Synthetic,0,NA,NA,Na,Na,Na,DZ,Algeria,Africa,44,-9999,16281,0,0,19.75,6.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4718,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,84773,0,0,19.75,6.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4721,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,33902,0,0,19.65,10.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4722,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,71035,0,0,19.65,11.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4723,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,43,-9999,118447,0,0,19.65,11.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4726,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,43,-9999,15981,0,0,19.45,-3.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4727,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,14656,0,0,19.45,20.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4728,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,23659,0,0,19.45,20.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4729,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,43,-9999,50760,0,0,19.35,-3.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4730,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,43,-9999,18431,0,0,19.35,-3.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4731,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,12549,0,0,19.25,-3.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4732,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,32434,0,0,19.25,-3.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4733,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,19651,0,0,19.15,-3.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4734,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,16265,0,0,19.15,0.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4740,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,12614,0,0,19.05,0.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4744,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,27978,0,0,18.95,4.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4746,Synthetic,0,NA,NA,Na,Na,Na,MR,Mauritania,Africa,44,-9999,21118,0,0,18.85,-12.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4747,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,13322,0,0,18.85,4.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4748,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,2282260,0,0,18.85,33.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4749,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,32468,0,0,18.85,33.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4752,Synthetic,0,NA,NA,Na,Na,Na,MR,Mauritania,Africa,44,-9999,31890,0,0,18.75,-12.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4753,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,43534,0,0,18.75,5.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4754,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,17882,0,0,18.75,5.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4755,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,16147,0,0,18.75,6.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4756,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,30779,0,0,18.75,6.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4757,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,18075,0,0,18.75,25.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4762,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,15202,0,0,18.65,25.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4765,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,52791,0,0,18.55,25.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4766,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,18433,0,0,18.45,25.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4768,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,48104,0,0,18.35,6.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4769,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,33652,0,0,18.35,25.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4772,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,15205,0,0,18.25,25.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4773,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,61356,0,0,18.25,30.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4774,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,2520430,0,0,18.25,30.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4778,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,63654,0,0,18.15,5.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4779,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,15227,0,0,18.15,5.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4780,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,107981,0,0,18.15,6.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4781,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,2367390,0,0,18.15,31.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4782,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,48520,0,0,18.05,0.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4783,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,242658,0,0,18.05,5.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4784,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,227195,0,0,18.05,5.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4785,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,214011,0,0,18.05,5.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4786,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,64984,0,0,18.05,6.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4787,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,2422910,0,0,18.05,31.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4788,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,51029,0,0,18.05,31.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4789,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,15396,0,0,18.05,31.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4791,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,14407,0,0,17.95,0.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4792,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,17851,0,0,17.95,4.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4793,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,307376,0,0,17.95,5.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4794,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,40455,0,0,17.95,6.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4795,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,94328,0,0,17.95,30.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4796,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,35397,0,0,17.95,31.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4800,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,13425,0,0,17.75,16.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4801,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,26348,0,0,17.75,16.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4803,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,206018,0,0,17.65,34.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4804,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,15408,0,0,17.65,37.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4805,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,44613,0,0,17.65,37.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4807,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,2054320,0,0,17.55,33.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4809,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,17365,0,0,17.45,4.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4810,Synthetic,0,NA,NA,Na,Na,Na,NE,Niger,Africa,44,-9999,329015,0,0,17.45,4.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4811,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,25169,0,0,17.45,19.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4812,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,25369,0,0,17.45,29.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4813,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,13917,0,0,17.45,34.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4816,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,28535,0,0,17.35,4.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4817,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,348277,0,0,17.35,4.25,0,0, , ,,, ,0,0,,0,AF_20190502
G4818,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,19646,0,0,17.35,29.15,0,0, , ,,, ,0,0,,0,AF_20190502
G4819,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,2019320,0,0,17.35,33.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4820,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,32507,0,0,17.35,33.95,0,0, , ,,, ,0,0,,0,AF_20190502
G4821,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,74199,0,0,17.35,34.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4822,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,60164,0,0,17.35,34.55,0,0, , ,,, ,0,0,,0,AF_20190502
G4823,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,16667,0,0,17.25,26.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4824,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,88150,0,0,17.25,26.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4825,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,35521,0,0,17.25,26.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4826,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,118562,0,0,17.25,34.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4827,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,45960,0,0,17.15,18.85,0,0, , ,,, ,0,0,,0,AF_20190502
G4828,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,57784,0,0,17.15,26.05,0,0, , ,,, ,0,0,,0,AF_20190502
G4829,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,410335,0,0,16.95,-1.45,0,0, , ,,, ,0,0,,0,AF_20190502
G4830,Synthetic,0,NA,NA,Na,Na,Na,ML,Mali,Africa,44,-9999,14196,0,0,16.95,-1.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4831,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,21454,0,0,16.95,17.35,0,0, , ,,, ,0,0,,0,AF_20190502
G4832,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,73323,0,0,16.95,17.65,0,0, , ,,, ,0,0,,0,AF_20190502
G4833,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,171855,0,0,16.95,17.75,0,0, , ,,, ,0,0,,0,AF_20190502
G4834,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,258421,0,0,16.95,17.95,0,0, , ,,, ,0,0,,0,AF_20190502
