County;sub_county;ward;Location;Sub_Location;other;scene;people_dead;people_injured;house_destroyed;house_damaged;household_displaced;people_displaced;services.disrupted;roads;livestock_lost;bridge;schools;latrine;wall;hospitals;drainage;inst.church.mosque;health_center;lost_crops_ha (acreage);cholera_outbreak;cholera.cases;situation;data_source;dref no;glidenumber;ID;data_quality;magnitude_impact;date_recorded
Migori;0;0;0;0;Nyatike ,East Karungu And North Kadem;Nyatike ,East Karungu And North Kadem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;892;0;0;2015/04/22 00:00:00
Migori;0;0;0;0;Nyatike ,Lower Amoyo Central (Nyakore );Nyatike ,Lower Amoyo Central (Nyakore );0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;895;0;0;2015/04/24 00:00:00
Migori;0;0;0;0;Nyatike ,Lower Central Kadem;Nyatike ,Lower Central Kadem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;897;0;0;2015/04/27 00:00:00
Migori;0;0;0;0;Nyatike, East And South East Muhuru (Tito);Nyatike, East And South East Muhuru (Tito);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;891;0;0;2015/04/20 00:00:00
Nyeri;Nyeri Town;0;0;0;Nyeri;Nyeri;1;2;0;0;456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2012_mdrke023;0;1240;1;1;2012/06/11 00:00:00
Makueni;0;0;0;0;Nyunzu;Nyunzu;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;muli krcs dm ops reported flash floods at nyunzu area of makueni county at 1405hrs. four people have died after being swept away by raging waters of a dam which overflowed yesterday. two of them have been retrieved dead with 2 others missing. besides, property of unknown value has been destroyed following collapsing and cracking of houses in the marooned areas. county team and makueni krcs are responding to affected population.;eoc;0;0;737;2;1;2018/04/23 00:00:00
Kisumu;0;0;0;0;Obeyi (Ahero), Ayweyo (Rae), Sangorota (Lower Nyakach) And Ndasi (Miwani) Communities Also In Nyando;Obeyi (Ahero), Ayweyo (Rae), Sangorota (Lower Nyakach) And Ndasi (Miwani) Communities Also In Nyando;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;bulletin (no. 2/2006);0;511;0;0;2006/05/24 00:00:00
Tana River;0;0;0;0;Oda;Oda;1;0;0;15;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;flood alert following heavy rains on the night of 13th april 2012 in oda village kamagur location, bangale division tana river. estimated 15 house holds are marooned, about 600 herds of cattle washed away. 9 yr old boy feared dead. more updates after kenya red cross conducts assessment;eoc;0;0;1338;2;1;2012/04/14 00:00:00
Tana River;0;0;0;0;Odha;Odha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1343hrs, bombe (krcs tana river) reported to e.o.c of a flash floods incident at odha village in tana river county. approximately 25hhs have been affected by flash floods at odha village following heavy rains experienced in the area. the situation is under control as krcs tana river will conduct a needs assessment.;eoc;0;0;1375;2;0;2018/11/02 00:00:00
Garissa;0;0;0;0;Ohio;Ohio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"at 0225 at 0225 hassan (0720884841) reported heavy rainfall on 16/04/2016 in ohio village in balambala sub county, in garissa county. 50 households were adversely affected by flash floods, and household items were reported to have been swept away by raging floods.   (brief; 50hh)



















";eoc;0;0;177;2;0;2016/04/18 00:00:00
Isiolo;0;0;Oldonyiro;Oldonyiro;0;Oldonyiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;talaso (krcs) reported to e.o.c at 2020hrs of a flash flood incident due to heavy rainfall in isiolo oldonyiro sub county. two teenagers of 14 and 16 years were swept away by the water. their bodies have not yet been found. krcs team searching for the bodies.;eoc;0;0;303;2;0;2018/04/23 00:00:00
Nyandarua;0;0;0;0;Olkalau In Subukia;Olkalau In Subukia;0;0;0;8;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;sep_30th_2010_mdrke012;0;1224;1;0;2010/09/03 00:00:00
Kajiado;0;0;0;0;Olok;Olok;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;flash floods were reported in namanga town following heavy rains experienced in the area from yesterday (15th feb 2014) at 4 pm to around 3 am today (16th feb 2014).  river namanga burst its banks and flooded displacing people settled along the river in namanga town. the most affected areas include areas near riverside hotel and on both sides of the main tarmac road. women and children were moved away from the site at 2 am with the help of government administration and were housed by well-wishers. the body of a child who had earlier been reported as missing was recovered by search and rescue team led by krcs kajiado branch volunteers.;eoc;0;0;335;2;1;2014/02/16 00:00:00
Narok;0;0;0;0;Ololunga And Mau;Ololunga And Mau;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1000hrs, brenda (krcs narok) reported of incidents that were as a result of heavy rainfall in the last 24 hours in narok county. heavy rainfall was received in ololunga and mau yesterday (16th dec). following the heavy rainfall that was received on 15th december, in majengo reports were received that 2 vehicles had been submerged in water. another incident was reported in katakala village where lightning struck a family house and killed one person, 2 people were injured and were evacuated to narok referral hospital by well-wishers.;eoc;0;0;1199;2;1;2015/12/17 00:00:00
Narok;0;0;0;0;Oloshapani, Narok South Sub- County, Narok County;Oloshapani, Narok South Sub- County, Narok County;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;1158;1;1;2008/12/15 00:00:00
Kisumu;Muhoroni;Ombeyi;0;0;Ombei;Ombei;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 2050hrs peter (0700765984) called and reported to eoc a heavy down pour of rainfall in nairobi camp village in ombei location, kisumu county that raised and started moving in the houses. eoc informed the branch coordinator, kisumu;eoc;0;0;569;2;0;2013/05/07 00:00:00
Kisumu;Muhoroni;Ombeyi;0;0;Ombei;Ombei;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;heavy down pour of rainfall in nairobi camp village in ombei location, kisumu county that raised and started moving in the houses.;eoc;0;0;570;2;0;2013/05/09 00:00:00
Kisumu;Muhoroni;Ombeyi;0;0;0;Ombeyi;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;jan_15th_2013_mdrke024;0;553;0;0;2013/01/15 00:00:00
Kisumu;0;0;0;0;Osembe;Osembe;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;jan_15th_2013_mdrke024;0;554;0;0;2013/01/15 00:00:00
Kisumu;0;0;0;0;Osodo, Rachuonyo;Osodo, Rachuonyo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;jan_15th_2013_mdrke024;0;560;0;0;2013/01/15 00:00:00
Nyeri;Othaya;0;0;0;0;Othaya;0;0;0;0;0;0;road cut;1;0;0;0;0;0;0;0;0;0;0;0;0;gitonga rm, reported to e.o.c at 1004hrs of a landslide incident in nyeri othaya road that was partially blocked due to landslide in several sections. the incident affected transportation in that route.;eoc;0;0;1246;2;0;2018/05/22 00:00:00
Mombasa;0;0;0;0;Pandya;Pandya;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e plus mombasa crew reported a collapsed perimeter wall at pandya at 1400hrs, the wall was dividing pandya hospital and mbaraki primary school. rescue teams comprising of rcat mombasa, e plus, nps and dmrt mombasa retrieved 6 bodies from the debris (1 female, 1 male and 4 juvenile) and the bodies taken to cgh morgue.   (brief: 6 fatalities);eoc;0;0;943;2;1;2017/05/08 00:00:00
West Pokot;0;0;0;0;Pokot;Pokot;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;1539;1;1;2008/11/08 00:00:00
West Pokot;0;0;0;0;Pokot;Pokot;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;14_may_2010mdrke012;0;1553;1;1;2010/05/14 00:00:00
West Pokot;0;0;0;0;Pokot Central;Pokot Central;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270 families were reported to have been affected.;eoc;0;0;1558;2;0;2012/12/29 00:00:00
Nakuru;0;0;0;0;Ponda Mali;Ponda Mali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;krcs nakuru cm reported floods in ponda mali estate nakuru town after the area received rainfall throughout the day and even though moderate at least 13hh were water logged due to poor drainage system.;eoc;0;0;1133;2;0;2015/11/26 00:00:00
Nairobi;0;0;0;0;Prison Quarters Near Togo Woodley;Prison Quarters Near Togo Woodley;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;silvia (0722384602) reported floods in prison quarters near togo woodley at 2200hrs and that several houses were submerged in the estate due to the heavy down pour, residents were reported to have spent the night on the roof tops.;eoc;0;0;1079;2;0;2015/05/13 00:00:00
Nakuru;0;0;0;0;Pundamilia;Pundamilia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 0825hrs, a flood incident was reported to eoc by gerald bombe (krcs ast. secretary general). unconfirmed number of families were reported to have been displaced from their homes due to water overflowing from the dam. volunteers sent to the ground;eoc;0;0;1128;2;0;2013/04/14 00:00:00
Marsabit;Moyale;0;0;0;Qalaliwe;Qalaliwe;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at least 20hh were displaced at qalaliwe in moyale sub county due to flash floods after a river burst banks, assessment was conducted by rcat moyale;eoc;0;0;827;2;0;2018/04/20 00:00:00
Kisumu;0;0;0;0;Rachuonyo;Rachuonyo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;after heavy rains especially in the past river nyando burst the banks causing flooding in several villages;eoc;0;0;542;2;0;2012/12/29 00:00:00
Kisumu;0;0;0;0;Rachuonyo;Rachuonyo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;faraja malik (0715622519) at 0015hrs reported a flash flood at rachonyo after river sare burst its banks and flooded the neighbouring homesteads. eoc informed the kisumu red cross coordinator to mitigate on the flood effects.;eoc;0;0;567;2;0;2013/04/08 00:00:00
Kisumu;0;0;0;0;Rachuonyo;Rachuonyo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;may_26th_2014_mdrke025;0;583;0;0;2014/05/26 00:00:00
Homa Bay;0;0;0;0;Rachuonyo;Rachuonyo;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;dec_12th_2011_mdrke020;0;209;0;0;2011/12/12 00:00:00
Homa Bay;0;0;0;0;Rachuonyo;Rachuonyo;0;0;0;0;308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;may_31st_2013_mdrke025;0;219;0;0;2013/05/31 00:00:00
Homa Bay;0;0;0;0;Rachuonyo District;Rachuonyo District;0;0;420;0;0;2268;roads;1;707;0;0;0;0;0;0;0;0;0;0;0;0;dref;05me032;-;197;1;1;2005/05/31 00:00:00
Homa Bay;Karachuonyo ;Karachuonyo North;0;0;Rachuonyo North;Rachuonyo North;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 0845hrs roche (krcs county manager) reported flooding incident in homabay county following high amount of rainfall experienced in the area. sondu miriu in rachuonyo north and wangchieng and kobuya location. 295 households are affected. (brief; 295 hhs affected);eoc;0;0;233;2;0;2015/11/29 00:00:00
Homa Bay;Karachuonyo;0;0;0;Rachuonyo South;Rachuonyo South;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1534hrs, e.o.c via social media monitoring captured reports of flash floods incident in rachuonyo, homabay county.  the heavy rains were accompanied by strong winds that led to the destruction of 4 houses and 2 churches but no injuries was reported.;eoc;0;0;243;2;0;2019/02/24 00:00:00
Kisumu;0;0;0;0;Rang'ul;Rang'ul;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;jan_15th_2013_mdrke024;0;549;0;0;2013/01/15 00:00:00
Homa Bay;Rangwe;0;0;0;0;Rangwe;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1104hrs, roche (krcs county manager) reported floods at rangwe sub-location in homabay county, following heavy downpour last night. seven people confirmed dead, 4 drowned at river chak in gongo location rangwe sub-county, 1 drowned at dol bridge and 2 children were swept away in east kochia.three were rescued and referred to matata hospital in oyugis.(brief 7 fatalities 3 injured);eoc;0;0;224;2;1;2015/04/11 00:00:00
Homa Bay;Rangwe;0;0;0;Rangwe;Rangwe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;bulletin (no. 2/2006);0;200;0;0;2006/05/27 00:00:00
Taita Taveta;Taveta;0;0;0;Rekeke;Rekeke;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;mwanaisha (krcs taveta branch) reported flash floods at rekeke village in taveta county, the incident occurred this morning with about two houses marooned and some villages cut off after collapse of some bridges. assessments are been carried out;eoc;0;0;1303;2;0;2015/05/01 00:00:00
Nakuru;0;0;0;0;Rhoda Area In Nakuru And Mogotio;Rhoda Area In Nakuru And Mogotio;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;14_may_2010mdrke012;0;1111;1;1;2010/03/02 00:00:00
Nakuru;0;0;0;0;Rhonda And Ponda Mali;Rhonda And Ponda Mali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;krcs nakuru gichimu reported flood in rhonda and ponda mali in nakuru at 0717hrs after heavy downpour experienced in the area overnight, krcs rcat team responded to the scene and reported 19hh affected in rhonda and 96hh affected in ponda mali due to poor drainage system. the families have gone back to the homes after the water subsided. (brief: 115hh);eoc;0;0;1136;2;0;2016/10/05 00:00:00
Nakuru;0;0;0;0;Rhonda And Ponda Mali;Rhonda And Ponda Mali;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e.o.c received a flood report via media and confirmed with krcs nakuru who reported more than 50hh were affected, property destroyed and poultry washed away by flood water that resulted from a burst on the sewer system after heavy downpour in the area. krcs team mitigating response to the affected families as some families have integrated with the neighbors while others are camping at the chief’s camp;eoc;0;0;1137;2;0;2017/07/04 00:00:00
Laikipia;0;0;0;0;Rikki;Rikki;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;joshua (0719419814) reported of flash floods at rikki village in nanyuki, nyeri county at 0040hrs. approximately 10hhs were marooned after river kirieri burst its bank. krcs laikipia will conduct an assessment to ascertain the level of damage;eoc;0;0;667;2;0;2018/04/16 00:00:00
Kisumu;Nyakach;0;0;0;River Asao;River Asao;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;maurine (0724315549) reported to e.o.c at 2121hrs of a middle aged 42 years from upper nyakach sub county who was swept away by floods in river asao as he was heading home. unfortunately he lost his life, his body was retrieved by well-wishers and taken to the mortuary by the national police;eoc;0;0;605;2;1;2018/05/01 00:00:00
Turkana;0;0;0;0;River Kawalase;River Kawalase;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 0830hrs abraham (krsc turkana) reported floods incident in turkana county. a lorry was swept away by raging waters of flash floods, after a seasonal river burst its bank. river kawalase has temporarily blocked lodwar-kakuma road. no injuries were reported.;eoc;0;0;1457;2;0;2015/11/18 00:00:00
Kilifi;0;0;0;0;River Kitengeni;River Kitengeni;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;krcs kilifi cm reported seasonal r. kitengeni broke its bank affecting approximately 50hh and other 6hh were cut off, rcat will conduct sar and assessment and will share the report to e.o.c later on during the day.;eoc;0;0;450;2;0;2015/11/16 00:00:00
Homa Bay;0;0;0;0;River Kuja;River Kuja;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1030hrs, eoc received reports of a drowning incident in homabay. a boat ferrying three fishermen capsized at a confluence between two rivers (river migori and river kuja) in migori. krcs homabay branch deployed response teams to lead search and rescue efforts. two bodies were recovered with one still missing. rescue efforts were suspended due to rising water levels caused by heavy downpour upstream and will resume tomorrow morning to recover the 1 body still missing.;eoc;0;0;221;2;1;2014/03/26 00:00:00
Migori;Uriri;0;0;0;River Kuja;River Kuja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"at 1800hrs eoc received an alert on a river kuja in migori county, uriri district, oria village that broke its banks and it’s heavily infested with crocodiles. unknown number of households is reported marooned and cut off. krcs migori branch on  assessment and evacuation mission.







";eoc;0;0;884;2;0;2013/05/02 00:00:00
Kisumu;0;0;0;0;River Luanda;River Luanda;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1840hrs, george (0713073313) reported to e.o.c of a drowning incident of a 10-year-old child at river luanda that is between nyamasaria and rabuor. krcs kisumu branch divers to start the search of the body today.;eoc;0;0;598;2;1;2018/03/27 00:00:00
Kajiado;0;0;0;0;River Mashuru;River Mashuru;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a lorry driver and a female passenger drowned in a flooded river in kajiado county, the driver had parked the lorry near r. mashuru to harvest sand on wednesday night unaware that floods water were cascading from kajiado hills. the driver?s body was retrieved and taken to a local mortuary. residents and police are searching for the female passenger.;eoc;0;0;326;2;1;2013/03/20 00:00:00
Migori;0;0;0;0;River Migori;River Migori;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;krcs migori cm roche reported 4 people to have been swept away while trying to cross r. migori as they were going home from tilting their land at 1952hrs,  krcs migori sar team have resumed with operation this morning.1 body was retrieved ,3 oyhers still missing. (brief: 1 fatality;3 missing);eoc;0;0;906;2;1;2015/11/19 00:00:00
Baringo;0;0;0;0;River Nginyang;River Nginyang;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;langat krcs coordinator reported a man was swept away by raging waters while crossing a stream feeding river nginyang at 0841hrs, krcs team and local community members conducting sar for the missing man;eoc;0;0;50;2;0;2017/07/05 00:00:00
Kwale;Msambweni;0;0;0;River Ngoni;River Ngoni;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1540hrs, mwanaisha (krcs kwale branch) reported a drowning incident at mwavumbo, ward, kwale county. a 40 year old man who was mentally challenged from mwavumbo ward in kinango drowned at river ngoni yesterday following the heavy down pour. search and recovery efforts are ongoing. divers will be ferried from ukunda early tomorrow to support local volunteers. (brief; 1 fatality;eoc;0;0;643;2;1;2015/06/02 00:00:00
Kajiado;0;0;0;0;River Olkuado;River Olkuado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;leonard (0716771972) reported to e.o.c of six people who were rescued yesterday at 2300hrs after their car was stuck near river olkajuado 6km from namanga road. one casually had drowned but was rescued by the krcs kajiado branch. all the six casualties were rescued and evacuated to a safer grounds;eoc;0;0;353;2;0;2018/05/15 00:00:00
Baringo;0;0;0;0;River Perkera;River Perkera;1;0;0;0;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;eoc received reports of flash floods reports at 0830hrs.the roads were destroyed following a heavy down pour that caused river perkera to divert its route and into the settlements. an elderly man was found dead as a result of drowning. approximately 430 families have been displaced.;eoc;0;0;58;2;1;2018/09/08 00:00:00
Busia;0;0;0;0;River Sio;River Sio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1400hrs kemboi (county manager) reported flooding incident in busia county. above average rainfall was received in nasewa and lunga sub-locations. 68 households in nasewa and lunga sub-location along river sio affected by flooding. planning for response will be done tomorrow. assessment in the neighboring villages of kadeki. (brief: 68hhs);eoc;0;0;115;2;0;2015/12/06 00:00:00
Tana River;0;0;0;0;River Tana;River Tana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1945hrs, krcs asst. secretary general in charge of upper eastern (sahal) informs eoc that water in river tana is rising at alarming rates, with reports indicating that in mbala mbala, the water has over flown to nearby farms. in garissa, the river has burst its banks. alert messages have already been given to the chiefs, county commissioner and the general public in relevant areas. more alert messages to be issued on monday morning through public address systems and local fm radio stations to increase its reach.;eoc;0;0;1346;2;0;2013/04/14 00:00:00
Kitui;0;0;0;0;River Tiva;River Tiva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a flood effect that occurred at river tiva within machakos/kitui road on 28th march 2013 where two lorries while ferrying sand in the river, were swept away with six people. five of them were rescued but one went missing then, search and rescue activity is being coordinated by krcs kitui.;eoc;0;0;621;2;0;2013/04/01 00:00:00
Turkana;0;0;0;0;River Turkwel;River Turkwel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rukia (krcs) reported to e.o.c at 2045hrs that river turkwel in turkana burst its banks following heavy rainfall experienced in the area. approximately 8 villages have been affected by the water. krcs turkana and the county government managed to rescue 6 children from the raging water.;eoc;0;0;1484;2;0;2018/04/22 00:00:00
Siaya;0;0;0;0;River Yala ,Dominion;River Yala ,Dominion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e.o.c via social media at 2241hrs captured reports of flash floods incidents, river yala reported to have burst its banks flooding to a nearby school in dominion farm, residents of the affected area are being urged to move to higher grounds;eoc;0;0;1286;2;0;2018/05/15 00:00:00
Kajiado;Rongai;0;Rongai;0;0;Rongai;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 0200hrs, a 14-seater matatu was swept away by the raging floods at the same river with 5 passengers on board. eoc informed the nairobi city council and the kenya police who sent teams to help with the search and rescue. the passengers were rescued and treated at a local hospital for minor injuries sustained in the incident.;eoc;0;0;330;2;1;2013/03/31 00:00:00
Nakuru;Rongai;0;Rongai;0;0;Rongai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a flooding incident was reported to eoc near rongai. the floods trapped a vehicle (toyota prado) with six people on board who were rescued by good samaritans.;eoc;0;0;1125;2;0;2013/04/01 00:00:00
Kajiado;Rongai;0;Rongai;0;0;Rongai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;steven via 0721294516 at 2029hrs reported an incident where 7 people were reportedly swept away by raging waters while crossing a bridge at river kandisi near nairobi w women’s hospital in ongata rongai. search and rescue efforts currently ongoing.;eoc;0;0;351;2;0;2018/05/04 00:00:00
Nairobi;Roysambu;Roysambu;Roysambu;Roysambu;0;Roysambu;0;0;0;0;0;0;road impassable;1;0;0;0;0;0;0;0;0;0;0;0;0;e.o.c captured a flash flood incident via social media along thika super highway in roysambu after r. kiu burst its banks after heavy downpour experienced in nairobi and its surroundings, heavy jam was reported along the highway since part of the road was flooded. no casualties were reported from the incident but motorists stranded for a long time before the water receded.;eoc;0;0;1081;2;0;2015/06/06 00:00:00
Nairobi;Kasarani;Ruai;0;Ruai;0;Ruai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;floods were reported in ruai near the sewage area, people were marooned and property destroyed.;eoc;0;0;1047;2;0;2012/05/05 00:00:00
Nairobi;Kasarani;Ruai;0;Ruai;0;Ruai;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"at 2230hrs, e.o.c received a call from caleb (0724864716) that flash floods have affected ruai, 26, kingoris and kamulu with people reported to have been trapped and were 
taking refuge on top of their roofs. e.o.c coordinated response with ndoc and fire department who managed to rescue 2 children and 2 adults, more people are reported to be trapped as at 0500hrs. poor sanitation reported as the water mixed with latrine and gabbage.following flash floods reported in various areas of ruai in nairobi on the night of 25th march 2014, krcs nairobi branch dispatched a response team to the area to rescue residents trapped in their houses due to the raging waters. the floods caused extensive damage to the houses in the area with several roads in the estate cut off. krcs response team recovered 1 body from the water which was transferred to the city mortuary by the kenya police. area residents have reported that 1 person is still missing as rescuers continue with their search efforts.";eoc;0;0;1067;2;1;2014/03/25 00:00:00
Nairobi;Kasarani;Ruai;0;Ruai;0;Ruai;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;krcs nairobi cm reported floods ruai idp camp after nairobi river burst its bank at 0300hrs and the water flowing to where 40 structures were erected displacing 60 people, the idps are 380in total and are concentrated in one area. the dcc njiru advised them to move to safer ground as they wait to be evacuated to muhuri muchiri stadium, rcat activated in the area to assist in response.;eoc;0;0;1084;2;0;2015/11/18 00:00:00
Kiambu;Ruiru;0;Ruiru;Ruiru;0;Ruiru;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 0945hrs, eoc received reports of a man stuck in a deep hole left behind by sand miners near ruiru in kiambu on 9th december 2013. the man partially drowned in rainwater that had collected in the hole and was unable to climb up from the hole where he is thought to have fallen into while drunk. eoc informed the kenya red cross society, kiambu branch and the kenya police who responded and rescued the trapped man who was rushed to hospital.;eoc;0;0;397;2;1;2013/12/09 00:00:00
Kiambu;Ruiru;0;Ruiru;Ruiru;0;Ruiru;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;floods incident was reported @2149 hrs. by doctor mugambi (0720966396) in victoria court, membly area ruiri near clay works.eoc activated kiambu fire brigade to go and rescue people who were marooned in their houses. approximately 30hhs were affected.;eoc;0;0;402;2;0;2016/05/08 00:00:00
Kiambu;0;0;0;0;Ruiru, Ruai And Utawala;Ruiru, Ruai And Utawala;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;e.o.c received information via social media of floods in utawala, ruiru and ruai area after heavy downpour experienced in the region, several hh were marooned by floods and later on water subsided.;eoc;0;0;401;2;0;2015/12/13 00:00:00
Uasin Gishu;0;0;0;0;Saba Saba River, Central;Saba Saba River, Central;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;14_may_2010mdrke012;0;1497;1;1;2010/05/14 00:00:00
Trans Nzoia;Kwanza;0;0;0;Saboti, Kwanza District;Saboti, Kwanza District;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;sep_30th_2010_mdrke012;0;1393;1;1;2010/09/03 00:00:00
Baringo;0;0;0;0;Sacho Township (Baringo District), Marigat District , Mukutani (East Pokot District);Sacho Township (Baringo District), Marigat District , Mukutani (East Pokot District);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;12;1;1;2008/07/01 00:00:00
Narok;0;Sagamian;0;0;0;Sagamian;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 0855hrs brenda (county manager) reported flood at sagamian villages in narok county due to heavy rainfall experienced in the area last night, 3hh have been displaced. a landslide also occurred in ole shapaani village no injuries were reported. krcs are continuing with sensitization and awareness to advise the residents to move to safer grounds. (brief: 3hh);eoc;0;0;1189;2;0;2015/11/13 00:00:00
Makueni;0;0;Salama;Salama;0;Salama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;vincent (0727807388) reported to e.o.c at 2330hrs of a flooding incident at salama in makueni, a bus with more than 50 passengers stalled for several hours due to heavy downpour experienced in the area. no injuries reported. e.o.c activated krcs makueni county.;eoc;0;0;734;2;0;2018/03/04 00:00:00
Bungoma;0;0;0;0;Sambocho;Sambocho;0;0;0;0;16;0;bridge swept;0;0;1;0;0;0;0;0;0;0;0;0;0;following heavy rainfall in mt elgon, flooding was reported resulting in displacement of 16 households displaced in sambocho village. in another incident, a bridge connecting kimukung and milimani villages was swept away, disrupting transport between the areas. the levels of water are steadily increasing indicating a possibility of further displacement and/or destruction.;eoc;0;0;71;2;0;2015/11/19 00:00:00
