COUNTY,CNSTTNC,WARDS,ADM1_PCODE,ADM2_PCODE,ADM3_PCODE
Kisumu,Nyando,Awasi/Onjiko,KE042,KE042242,KE0422421207
Kisumu,Nyando,Ahero,KE042,KE042242,KE0422421208
Kisumu,Nyando,Kabonyo/Kanyagwal,KE042,KE042242,KE0422421209
Kisumu,Nyando,Kobura,KE042,KE042242,KE0422421210
Kisumu,Muhoroni,Miwani,KE042,KE042243,KE0422431211
Kisumu,Muhoroni,Ombeyi,KE042,KE042243,KE0422431212
Kisumu,Muhoroni,Masogo/Nyang'oma,KE042,KE042243,KE0422431213
Kisumu,Muhoroni,Chemilil,KE042,KE042243,KE0422431214
Kisumu,Muhoroni,Muhoroni Koru,KE042,KE042243,KE0422431215
Kisumu,Nyakach,South West Nyakach,KE042,KE042244,KE0422441216
Kisumu,Nyakach,North Nyakach,KE042,KE042244,KE0422441217
Kisumu,Nyakach,Central Nyakach,KE042,KE042244,KE0422441218
Kisumu,Nyakach,West Nyakach,KE042,KE042244,KE0422441219
Kisumu,Nyakach,South East Nyakach,KE042,KE042244,KE0422441220
Homa Bay,Kasipul,West Kasipul,KE043,KE043245,KE0432451221
Homa Bay,Kasipul,South Kasipul,KE043,KE043245,KE0432451222
Homa Bay,Kasipul,Central Kasipul,KE043,KE043245,KE0432451223
Homa Bay,Kasipul,East Kamagak,KE043,KE043245,KE0432451224
Homa Bay,Kasipul,West Kamagak,KE043,KE043245,KE0432451225
Homa Bay,Kabondo Kasipul,Kabondo East,KE043,KE043246,KE0432461226
Homa Bay,Kabondo Kasipul,Kabondo West,KE043,KE043246,KE0432461227
Homa Bay,Kabondo Kasipul,Kokwanyo/Kakelo,KE043,KE043246,KE0432461228
Homa Bay,Kabondo Kasipul,Kojwach,KE043,KE043246,KE0432461229
Homa Bay,Karachuonyo,West Karachuonyo,KE043,KE043247,KE0432471230
Homa Bay,Karachuonyo,North Karachuonyo,KE043,KE043247,KE0432471231
Homa Bay,Karachuonyo,Central,KE043,KE043247,KE0432471232
Homa Bay,Karachuonyo,Kanyaluo,KE043,KE043247,KE0432471233
Homa Bay,Karachuonyo,Kibiri,KE043,KE043247,KE0432471234
Homa Bay,Karachuonyo,Wang'chieng,KE043,KE043247,KE0432471235
Homa Bay,Karachuonyo,Kendu Bay Town,KE043,KE043247,KE0432471236
Homa Bay,Rangwe,West Gem,KE043,KE043248,KE0432481237
Homa Bay,Rangwe,East Gem,KE043,KE043248,KE0432481238
Homa Bay,Rangwe,Kagan,KE043,KE043248,KE0432481239
Homa Bay,Rangwe,Kochia,KE043,KE043248,KE0432481240
Homa Bay,Homa Bay Town,Homa Bay Central,KE043,KE043249,KE0432491241
Homa Bay,Homa Bay Town,Homa Bay Arujo,KE043,KE043249,KE0432491242
Homa Bay,Homa Bay Town,Homa Bay West,KE043,KE043249,KE0432491243
Homa Bay,Homa Bay Town,Homa Bay East,KE043,KE043249,KE0432491244
Homa Bay,Ndhiwa,Kwabwai,KE043,KE043250,KE0432501245
Homa Bay,Ndhiwa,Kanyadoto,KE043,KE043250,KE0432501246
Homa Bay,Ndhiwa,Kanyikela,KE043,KE043250,KE0432501247
Homa Bay,Ndhiwa,Kabuoch North,KE043,KE043250,KE0432501248
Homa Bay,Ndhiwa,Kabuoch/Pala,KE043,KE043250,KE0432501249
Homa Bay,Ndhiwa,Kanyamwa Kologi,KE043,KE043250,KE0432501250
Homa Bay,Ndhiwa,Kanyamwa Kosewe,KE043,KE043250,KE0432501251
Homa Bay,Suba North,Mfangano Island,KE043,KE043251,KE0432511252
Homa Bay,Suba North,Rusinga Island,KE043,KE043251,KE0432511253
Homa Bay,Suba North,Kasgunga,KE043,KE043251,KE0432511254
Homa Bay,Suba North,Gembe,KE043,KE043251,KE0432511255
Homa Bay,Suba North,Lambwe,KE043,KE043251,KE0432511256
Homa Bay,Suba South,Gwassi South,KE043,KE043252,KE0432521257
Homa Bay,Suba South,Gwassi North,KE043,KE043252,KE0432521258
Homa Bay,Suba South,Kaksingiri West,KE043,KE043252,KE0432521259
Homa Bay,Suba South,Kaksingiri East,KE043,KE043252,KE0432521260
Migori,Rongo,North Kamagambo,KE044,KE044253,KE0442531261
Migori,Rongo,Central Kamagambo,KE044,KE044253,KE0442531262
Migori,Rongo,East Kamagambo,KE044,KE044253,KE0442531263
Migori,Rongo,South Kamagambo,KE044,KE044253,KE0442531264
Migori,Awendo,North Sakwa,KE044,KE044254,KE0442541265
Migori,Awendo,South Sakwa,KE044,KE044254,KE0442541266
Migori,Awendo,West Sakwa,KE044,KE044254,KE0442541267
Migori,Awendo,Central Sakwa,KE044,KE044254,KE0442541268
Migori,Suna East,God Jope,KE044,KE044255,KE0442551269
Migori,Suna East,Suna Central,KE044,KE044255,KE0442551270
Migori,Suna East,Kakrao,KE044,KE044255,KE0442551271
Migori,Suna East,Kwa,KE044,KE044255,KE0442551272
Migori,Suna West,Wiga,KE044,KE044256,KE0442561273
Migori,Suna West,Wasweta Ii,KE044,KE044256,KE0442561274
Migori,Suna West,Ragana-Oruba,KE044,KE044256,KE0442561275
Migori,Suna West,Wasimbete,KE044,KE044256,KE0442561276
Migori,Uriri,West Kanyamkago,KE044,KE044257,KE0442571277
Migori,Uriri,North Kanyamkago,KE044,KE044257,KE0442571278
Migori,Uriri,Central Kanyamkago,KE044,KE044257,KE0442571279
Migori,Uriri,South Kanyamkago,KE044,KE044257,KE0442571280
Migori,Uriri,East Kanyamkago,KE044,KE044257,KE0442571281
Migori,Nyatike,Kachieng,KE044,KE044258,KE0442581282
Migori,Nyatike,Kanyasa,KE044,KE044258,KE0442581283
Migori,Nyatike,North Kadem,KE044,KE044258,KE0442581284
Migori,Nyatike,Macalder/Kanyaruanda,KE044,KE044258,KE0442581285
Migori,Nyatike,Kaler,KE044,KE044258,KE0442581286
Migori,Nyatike,Got Kachola,KE044,KE044258,KE0442581287
Migori,Nyatike,Muhuru,KE044,KE044258,KE0442581288
Migori,Kuria West,Bukira East,KE044,KE044259,KE0442591289
Migori,Kuria West,Bukira Central/Ikerege,KE044,KE044259,KE0442591290
Migori,Kuria West,Isibania,KE044,KE044259,KE0442591291
Migori,Kuria West,Mokerero,KE044,KE044259,KE0442591292
Migori,Kuria West,Masaba,KE044,KE044259,KE0442591293
Migori,Kuria West,Tagare,KE044,KE044259,KE0442591294
Migori,Kuria West,Nyamosense'komosoko,KE044,KE044259,KE0442591295
Migori,Kuria West,Gokeharaka/Getabwega,KE044,KE044259,KE0442591296
Migori,Kuria East,Ntimaru West,KE044,KE044260,KE0442601297
Migori,Kuria East,Ntimaru East,KE044,KE044260,KE0442601298
Migori,Kuria East,Nyabasi East,KE044,KE044260,KE0442601299
Migori,Kuria East,Nyabasi West,KE044,KE044260,KE0442601300
Kisii,Bonchari,Bomariba,KE045,KE045261,KE0452611301
Kisii,Bonchari,Bokiakumi,KE045,KE045261,KE0452611302
Kisii,Bonchari,Bomorenda,KE045,KE045261,KE0452611303
Kisii,Bonchari,Riana,KE045,KE045261,KE0452611304
Kisii,South Migirango,Tabaka,KE045,KE045262,KE0452621305
Kisii,South Mugirango,Boikanga,KE045,KE045262,KE0452621306
Kisii,South Mugirango,Bogetenga,KE045,KE045262,KE0452621307
Kisii,South Mugirango,Borabu/Chitago,KE045,KE045262,KE0452621308
Kisii,South Mugirango,Moticho,KE045,KE045262,KE0452621309
Kisii,South Mugirango,Getenga,KE045,KE045262,KE0452621310
Kisii,Bomachoge Borabu,Bombaba Borabu,KE045,KE045263,KE0452631311
Kisii,Bomachoge Borabu,Boochi Borabu,KE045,KE045263,KE0452631312
Kisii,Bomachoge Borabu,Bokimonge,KE045,KE045263,KE0452631313
Kisii,Bomachoge Borabu,Magenche,KE045,KE045263,KE0452631314
Kisii,Bobasi,Masige West,KE045,KE045264,KE0452641315
Kisii,Bobasi,Masige East,KE045,KE045264,KE0452641316
Kisii,Bobasi,Bassi Central,KE045,KE045264,KE0452641317
Kisii,Bobasi,Nyacheki,KE045,KE045264,KE0452641318
Kisii,Bobasi,Bassi Bogetaorio,KE045,KE045264,KE0452641319
Kisii,Bobasi,Bobasi Chache,KE045,KE045264,KE0452641320
Kisii,Bobasi,Sameta/Mokwerero,KE045,KE045264,KE0452641321
Kisii,Bobasi,Bobasi/Boitangare,KE045,KE045264,KE0452641322
Kisii,Bomachoge Chache,Majoge Bassi,KE045,KE045265,KE0452651323
Kisii,Bomachoge Chache,Boochi/Tendere,KE045,KE045265,KE0452651324
Kisii,Bomachoge Chache,Bosoti/Sengera,KE045,KE045265,KE0452651325
Kisii,Nyaribari Masaba,Ichuni,KE045,KE045266,KE0452661326
Kisii,Nyaribari Masaba,Nyamasibi,KE045,KE045266,KE0452661327
Kisii,Nyaribari Masaba,Masimba,KE045,KE045266,KE0452661328
Kisii,Nyaribari Masaba,Gesusu,KE045,KE045266,KE0452661329
Kisii,Nyaribari Masaba,Kiamokama,KE045,KE045266,KE0452661330
Kisii,Nyaribari Chache,Bobaracho,KE045,KE045267,KE0452671331
Kisii,Nyaribari Chache,Kisii Central,KE045,KE045267,KE0452671332
Kisii,Nyaribari Chache,Keumbu,KE045,KE045267,KE0452671333
Kisii,Nyaribari Chache,Kiogoro,KE045,KE045267,KE0452671334
Kisii,Nyaribari Chache,Birongo,KE045,KE045267,KE0452671335
Kisii,Nyaribari Chache,Ibeno,KE045,KE045267,KE0452671336
Kisii,Kitutu Chache North,Monyerero,KE045,KE045268,KE0452681337
Kisii,Kitutu Chache North,Sensi,KE045,KE045268,KE0452681338
Kisii,Kitutu Chache North,Marani,KE045,KE045268,KE0452681339
Kisii,Kitutu Chache North,Kegogi,KE045,KE045268,KE0452681340
Kisii,Kitutu Chache South,Bogusero,KE045,KE045269,KE0452691341
Kisii,Kitutu Chache South,Bogeka,KE045,KE045269,KE0452691342
Kisii,Kitutu Chache South,Nyakoe,KE045,KE045269,KE0452691343
Kisii,Kitutu Chache South,Kitutu Central,KE045,KE045269,KE0452691344
Kisii,Kitutu Chache South,Nyatieko,KE045,KE045269,KE0452691345
Nyamira,Kitutu Masaba,Rigoma,KE046,KE046270,KE0462701346
Nyamira,Kitutu Masaba,Gachuba,KE046,KE046270,KE0462701347
Nyamira,Kitutu Masaba,Kemera,KE046,KE046270,KE0462701348
Nyamira,Kitutu Masaba,Magombo,KE046,KE046270,KE0462701349
Nyamira,Kitutu Masaba,Manga,KE046,KE046270,KE0462701350
Nyamira,Kitutu Masaba,Gesima,KE046,KE046270,KE0462701351
Nyamira,West Mugirango,Nyamaiya,KE046,KE046271,KE0462711352
Nyamira,West Mugirango,Bogichora,KE046,KE046271,KE0462711353
Nyamira,West Mugirango,Bosamaro,KE046,KE046271,KE0462711354
Nyamira,West Mugirango,Bonyamatuta,KE046,KE046271,KE0462711355
Nyamira,West Mugirango,Township,KE046,KE046271,KE0462711356
Nyamira,North Mugirango,Itibo,KE046,KE046272,KE0462721357
Nyamira,North Mugirango,Bomwagamo,KE046,KE046272,KE0462721358
Nyamira,North Mugirango,Bokeira,KE046,KE046272,KE0462721359
Nyamira,North Mugirango,Magwagwa,KE046,KE046272,KE0462721360
Nyamira,North Mugirango,Ekerenyo,KE046,KE046272,KE0462721361
Nyamira,Borabu,Mekenene,KE046,KE046273,KE0462731362
Nyamira,Borabu,Kiabonyoru,KE046,KE046273,KE0462731363
Nyamira,Borabu,Nyansiongo,KE046,KE046273,KE0462731364
Nyamira,Borabu,Esise,KE046,KE046273,KE0462731365
Nairobi,Westlands,Kitisuru,KE047,KE047274,KE0472741366
Nairobi,Westlands,Parklands/Highridge,KE047,KE047274,KE0472741367
Nairobi,Westlands,Karura,KE047,KE047274,KE0472741368
Nairobi,Westlands,Kangemi,KE047,KE047274,KE0472741369
Nairobi,Westlands,Moutain View,KE047,KE047274,KE0472741370
Nairobi,Dagoreti North,Kilimani,KE047,KE047275,KE0472751371
Nairobi,Dagoreti North,Kawangware,KE047,KE047275,KE0472751372
Nairobi,Dagoreti North,Gatina,KE047,KE047275,KE0472751373
Nairobi,Dagoreti North,Kileleshwa,KE047,KE047275,KE0472751374
Nairobi,Dagoreti North,Kabiro,KE047,KE047275,KE0472751375
Nairobi,Dagoreti South,Mutuini,KE047,KE047276,KE0472761376
Nairobi,Dagoreti South,Ngando,KE047,KE047276,KE0472761377
Nairobi,Dagoreti South,Riruta,KE047,KE047276,KE0472761378
Nairobi,Dagoreti South,Uthiru-Ruthimitu,KE047,KE047276,KE0472761379
Nairobi,Dagoreti South,Waithaka,KE047,KE047276,KE0472761380
Nairobi,Langa'ta,Karen,KE047,KE047277,KE0472771381
Nairobi,Langa'ta,Nairobi West,KE047,KE047277,KE0472771382
Nairobi,Langa'ta,Mugumoini,KE047,KE047277,KE0472771383
Nairobi,Langa'ta,South 'C',KE047,KE047277,KE0472771384
Nairobi,Langa'ta,Nyayo Highrise,KE047,KE047277,KE0472771385
Nairobi,Kibera,Laini Saba,KE047,KE047278,KE0472781386
Nairobi,Kibera,Lindi,KE047,KE047278,KE0472781387
Nairobi,Kibera,Makina,KE047,KE047278,KE0472781388
Nairobi,Kibera,Woodley/Kenyatta Golf Course,KE047,KE047278,KE0472781389
Nairobi,Kibera,Serangombe,KE047,KE047278,KE0472781390
Nairobi,Roysambu,Githurai,KE047,KE047279,KE0472791391
Nairobi,Roysambu,Kahawa West,KE047,KE047279,KE0472791392
Nairobi,Roysambu,Zimmerman,KE047,KE047279,KE0472791393
Nairobi,Roysambu,Roysambu,KE047,KE047279,KE0472791394
Nairobi,Roysambu,Kahawa,KE047,KE047279,KE0472791395
Nairobi,Kasarani,Clay City,KE047,KE047280,KE0472801396
Nairobi,Kasarani,Mwiki,KE047,KE047280,KE0472801397
Nairobi,Kasarani,Kasarani,KE047,KE047280,KE0472801398
Nairobi,Kasarani,Njiru,KE047,KE047280,KE0472801399
Nairobi,Kasarani,Ruai,KE047,KE047280,KE0472801400
Nairobi,Ruaraka,Babadogo,KE047,KE047281,KE0472811401
Nairobi,Ruaraka,Utalii,KE047,KE047281,KE0472811402
Nairobi,Ruaraka,Mathare North,KE047,KE047281,KE0472811403
Nairobi,Ruaraka,Lucky Summer,KE047,KE047281,KE0472811404
Nairobi,Ruaraka,Korogocho,KE047,KE047281,KE0472811405
Nairobi,Embakasi South,Imara Daima,KE047,KE047282,KE0472821406
Nairobi,Embakasi South,Kwa Njenga,KE047,KE047282,KE0472821407
Nairobi,Embakasi South,Kwa Reuben,KE047,KE047282,KE0472821408
Nairobi,Embakasi South,Pipeline,KE047,KE047282,KE0472821409
Nairobi,Embakasi South,Kware,KE047,KE047282,KE0472821410
Nairobi,Embakasi North,Kariobangi North,KE047,KE047283,KE0472831411
Nairobi,Embakasi North,Dandora Area I,KE047,KE047283,KE0472831412
Nairobi,Embakasi North,Dandora Area Ii,KE047,KE047283,KE0472831413
Nairobi,Embakasi North,Dandora Area Iii,KE047,KE047283,KE0472831414
Nairobi,Embakasi North,Dandora Area Iv,KE047,KE047283,KE0472831415
Nairobi,Embakasi Central,Kayole North,KE047,KE047284,KE0472841416
Nairobi,Embakasi Central,Kayole Central,KE047,KE047284,KE0472841417
Nairobi,Embakasi Central,Kayole South,KE047,KE047284,KE0472841418
Nairobi,Embakasi Central,Komarock,KE047,KE047284,KE0472841419
Nairobi,Embakasi Central,Matopeni/Spring Valley,KE047,KE047284,KE0472841420
Nairobi,Embakasi East,Upper Savanna,KE047,KE047285,KE0472851421
Nairobi,Embakasi East,Lower Savanna,KE047,KE047285,KE0472851422
Nairobi,Embakasi East,Embakasi,KE047,KE047285,KE0472851423
Nairobi,Embakasi East,Utawala,KE047,KE047285,KE0472851424
Nairobi,Embakasi East,Mihang'o,KE047,KE047285,KE0472851425
Nairobi,Embakasi West,Umoja I,KE047,KE047286,KE0472861426
Nairobi,Embakasi West,Umoja Ii,KE047,KE047286,KE0472861427
Nairobi,Embakasi West,Mowlem,KE047,KE047286,KE0472861428
Nairobi,Embakasi West,Kariobangi South,KE047,KE047286,KE0472861429
Nairobi,Makadara,Maringo/Hamza,KE047,KE047287,KE0472871430
Nairobi,Makadara,Viwandani,KE047,KE047287,KE0472871431
Nairobi,Makadara,Harambee,KE047,KE047287,KE0472871432
Nairobi,Makadara,Makongeni,KE047,KE047287,KE0472871433
Nairobi,Kamukunji,Pumwani,KE047,KE047288,KE0472881434
Nairobi,Kamukunji,Eastleigh North,KE047,KE047288,KE0472881435
Nairobi,Kamukunji,Eastleigh South,KE047,KE047288,KE0472881436
Nairobi,Kamukunji,Air Base,KE047,KE047288,KE0472881437
Nairobi,Kamukunji,California,KE047,KE047288,KE0472881438
Nairobi,Starehe,Nairobi Central,KE047,KE047289,KE0472891439
Nairobi,Starehe,Ngara,KE047,KE047289,KE0472891440
Nairobi,Starehe,Pangani,KE047,KE047289,KE0472891441
Nairobi,Starehe,Ziwani/Kariokor,KE047,KE047289,KE0472891442
Nairobi,Starehe,Land Mawe,KE047,KE047289,KE0472891443
Nairobi,Starehe,Nairobi South,KE047,KE047289,KE0472891444
Nairobi,Mathare,Hospital,KE047,KE047290,KE0472901445
Nairobi,Mathare,Mabatini,KE047,KE047290,KE0472901446
Nairobi,Mathare,Huruma,KE047,KE047290,KE0472901447
Nairobi,Mathare,Ngei,KE047,KE047290,KE0472901448
Nairobi,Mathare,Mlango Kubwa,KE047,KE047290,KE0472901449
Nairobi,Mathare,Kiamaiko,KE047,KE047290,KE0472901450
