County,sub_county,ward,Location,Sub_Location,other,scene,deaths,missing,injured,hh.destroyed,hh.damaged,hh.affected,hh.displaced,hh.evacuated,p.affected,p.displaced,p.evacuted,services.disrupted,roads,lost.livestock,bridge,schools,latrine,wall,hospitals,drainage,inst.church.mosque,health_center,acreage.crops.destroyed,cholera_outbreak,cholera.cases,situation,data_source,dref no,glidenumber,Date,flood
Kakamega,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,"60 families were affected, 20 of them have been displaced",disinventer,,,06/12/2011,1
Kakamega,,,,,Mumias,Mumias,,,,,,,100,,,,,,,,,,,,,,,,,,,,dref,dec_12th_2011_mdrke020,,12/12/2011,1
Kakamega,,,,,Western Hanisi,Western Hanisi,1,,,,,,,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Kakamega,Lugari,Lugari,,Lugari,,Lugari,,,,,,,245,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Kakamega,,,,,Mumias,Mumias,1,0,0,,8,30,,,,,,,,,,,,,,,,,,,,"elsie muhanda of mobile number 0722743518 a representative from the county government of kakamega called e.o.c and reported floods that had swept off rooftops and leaving 30households affected by the incident. it was reported that during the incident one person lost his life, krcs team carried out a detailed assessment that confirmed that one person lost his life as six others had critical injuries and rushed to kakamega district hospital where they are admitted. 8 households were damaged and 52 families affected",eoc,,,28/03/2014,1
Kakamega,,,,,Mumias,Mumias,0,0,0,,,25,,,,,,,,,,,,,,,,,,,,"at 0850hrs peter (krcs county manager) reported a flooding incident at mumias in kakamega county following heavy rainfall experienced last evening, flooding affected approximately 25hh. krcs are on the ground to access the situation.  (brief: 25hh)",eoc,,,13/11/2015,1
Kakamega,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,one person was reported dead.,disinventer,,,19/11/2015,1
Kakamega,,,,,Malaa,Malaa,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,"at 0906hrs, odongo (krcs kakamega) reported of a floods incident in kakamega county.  average rainfall as received in most parts of the county. in kakamega town, it rained in the afternoon into the evening. an incident was reported in malaa village in mumias sub-county where landslide hit a family house with 5 members. no injuries were reported however",eoc,,,18/12/2015,1
Kakamega,Mumias East,,,,,Mumias East,1,0,0,,,,,,,,,,,,,,,,,,,,,,,"cyprian (0728597105) reported of a drowning incident at mumias east. an epileptic man developed his condition while attempting to cross river lusumu at 1020hrs. he slipped into the river and was swept away, his body was retrieved by the local divers",eoc,,,20/03/2018,1
Kakamega,,Khalaba,,Khalaba,,Khalaba,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"musundi (0711927217) reported to e.o.c at 2048hrs, matunga sub county khalaba ward experienced heavy rainfall plus strong wind which destroyed few houses, one girl child age 6 confirmed dead after their house collapsed on her. red cross action team will do an assessment today. (",eoc,,,13/05/2018,1
Kakamega,,,,,Namalale,Namalale,1,0,0,,,20,,,,,,,,,,,,,,,,,,,,"eupreshia (krcs kakamega) reported of flash floods at namalale area in matungu ward, kakamega county at 1523hrs. the rains affected at least 20hhs, the krcs team conducted an assesment. a 53 year old man drowned in river retego while attempting to cross, search and retrieval was conducted and his body was retrieved.",eoc,,,20/05/2018,1
Kakamega,Navakholo,,,,,Navakholo,1,0,9,,,,,,,,,,,,,,,,,,,,,,,"at 2042hrs, euphresia (krcs kakamega) reported an incident where lightning struck 10 children at ebushibo primary school in navakholo sub county, kakamega county. 1 pupil succumbed to injuries and nine others were evacuated to hospital navakholo sub county hospital with critical injuries",eoc,,,26/05/2018,1
Kakamega,,,,,,,3,,na,,,,60,,,,,,,na,,na,,,,,,,na,,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Kakamega,,,,,Kakamega,Kakamega,0,0,0,,,39,,,,,,,,,,,,,,,,,,,,"at 1539hrs, e.o.c via social media monitoring captured a report of a heavy downpour accompanied with heavy hailstone at idakho central and north ikolomani in kakamega county. the incident experienced two days ago caused massive destruction to houses roofing, plants and animals. about 39hhs were affected by the incident. no injuries were reported",eoc,,,05/03/2019,1
Kakamega,,,,,Kwisero Division,Kwisero Division,,,,,,,,,,500,,,,,,,,,,,,,6000,,,,dref,bulletin (no. 2/2006),,,1
Kericho,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/05/2002,1
Kericho,Konoin,,,,,Konoin,3,0,0,,,,,,,,,,,,,,,,,,,,,,,"in konoin district, kericho county, three chemogo primary school pupils died when they were swept away by floods as they walked home after school. cousins enock kipng?etich, 7, and gilbert kipng?etich, 13, drowned in chepkoro stream while david kangwana was swept away in the tendwet stream.",eoc,,,15/05/2012,1
Kericho,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,drowning while swimming in river chemoit,disinventer,,,14/12/2015,1
Kericho,,Kipkelion,,Kipkelion,,Kipkelion,0,0,1,,,,176,,,,,,,,,,,,,,,,,,,"at 1000hrs, margret (krcs kericho) reported of incidents that were as a result of heavy rainfall in the last 24 hours in kericho county. heavy rainfall was received in most parts of the county. in kipkelion sub-county, landslide was reported and it displaced approximately 176 families and they have settled temporarily in kamiwa and kapkese primary school, a total of 1055 people have been affected and 1 minor injury.",eoc,,,16/12/2015,1
Kericho,,Kunyak,Kunyak,Kunyak,,Kunyak,1,0,2,,,,,,,,,,,,,,,,,,,,,,,"cheruiyot (0720000187) reported to e.o.c at 2211hrs of three people who were carried away by a running stream in kunyak kipkelion west sub county. two of them were rescued with injuries but one drowned, the injured were rushed to the hospital by the county ambulance",eoc,,,01/05/2018,1
Kiambu,,,Thika,,,Thika,,,,,,,,,,,,,,,,,,,,,,,,,,,dref,appeal no. 14/02,,12/05/2002,1
Kiambu,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/05/2002,1
Kiambu,Kiambu,,,,,Kiambu,12,,,,,2000,,,,,,,,,,,,,,,,,,,,,wra,,,17/11/2002,1
Kiambu,,,Thika,,,Thika,,,,,,,,,,300,,,,,,,,,,,,,,,,,dref,12/03; operations update no. 3,-,27/06/2003,1
Kiambu,,,,,Limuru Division,Limuru Division,,,,300,,,,,,,,,,,,,,,,,,,,,,,dref,12/03; operations update no. 3,-,27/06/2003,1
Kiambu,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000047-ken,16/05/2010,1
Kiambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,01/07/2010,1
Kiambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,ff-2012-000062-ken,01/03/2012,1
Kiambu,,,Thika,,,Thika,0,0,0,,,57,,,,,,,,,,,,,,,,,,,,it was reported that in thika 57 hh were affected by floods in gichiki area and has set up camp in a nearby school.,eoc,,,07/05/2012,1
Kiambu,,,Thika,,,Thika,,,,,,,47,,,,,,,,,,,,,,,,,,,,dref,may_8th_2012_mdrke022,,08/05/2012,1
Kiambu,,,,,,,,,,,,135,,,,,,"bridge,road",1,,1,,,,,,,,,,,bridge destroyed and a road,disinventer,,,09/05/2012,1
Kiambu,Kiambu,,,,,Kiambu,,,,,60,,,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Kiambu,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,11/07/2012,1
Kiambu,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,heavy rainfall that causes overflow of dam and causes death of one girl due to drowning.,disinventer,,,20/04/2013,1
Kiambu,,,,,,,2,,2,,,,96,,576,,,,,,,,,,,,,,,,,,dref,apr_22nd_2013_mdrke025,,22/04/2013,1
Kiambu,Ruiru,,Ruiru,Ruiru,,Ruiru,0,0,1,,,,,,,,,,,,,,,,,,,,,,,"at 0945hrs, eoc received reports of a man stuck in a deep hole left behind by sand miners near ruiru in kiambu on 9th december 2013. the man partially drowned in rainwater that had collected in the hole and was unable to climb up from the hole where he is thought to have fallen into while drunk. eoc informed the kenya red cross society, kiambu branch and the kenya police who responded and rescued the trapped man who was rushed to hospital.",eoc,,,09/12/2013,1
Kiambu,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,one child died due the floods,disinventer,,,27/10/2015,1
Kiambu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a minor landslide occurred and two families displaced.,disinventer,,,12/11/2015,1
Kiambu,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,more than 100 families have been displaced,disinventer,,,15/11/2015,1
Kiambu,,,,,"Ruiru, Ruai And Utawala","Ruiru, Ruai And Utawala",0,0,0,,,,,,,,,,,,,,,,,,,,,,,"e.o.c received information via social media of floods in utawala, ruiru and ruai area after heavy downpour experienced in the region, several hh were marooned by floods and later on water subsided.",eoc,,,13/12/2015,1
Kiambu,Ruiru,,Ruiru,Ruiru,,Ruiru,0,0,0,,,30,,,,,,,,,,,,,,,,,,,,"floods incident was reported @2149 hrs. by doctor mugambi (0720966396) in victoria court, membly area ruiri near clay works.eoc activated kiambu fire brigade to go and rescue people who were marooned in their houses. approximately 30hhs were affected.",eoc,,,08/05/2016,1
Kiambu,,,,,Thindigwa,Thindigwa,0,0,0,,,20,,,,,,,,,,,,,,,,,,,,heavy rainfall was experienced in limuru thindigwa area in kiambu county. which led the all area flooded. approximately 20hhs were affected.krcs limuru brach will conduct an assessment and share subsequent report.,eoc,,,11/05/2016,1
Kiambu,,,,,"Juja, Makongeni, Kisii And Kiganjo","Juja, Makongeni, Kisii And Kiganjo",0,0,0,,,300,,,,,,,,,,,,,,,,,,,,"at around 0824hrs, gitonga rm kiambu county notified flash floods in juja, makongeni, kisii and kiganjo areas of kiambu. in juja, houses were submerged by sewage water originating from poor drainage. a rapid assessment conducted by kiambu krcs team reported approximately 300hhs marooned. the area m.p also deployed 5 excavators to restore drainage in the area.",eoc,,,12/11/2017,1
Kiambu,,,,,Gichiiiki,Gichiiiki,0,0,0,,,165,,,,,,,,,,,,,,,,,,,,"at 1645hrs, gitonga krcs reported flash floods at gichiiki village in thika following heavy down pour reported the previous night. the floods affected 165hhs according to assessment done by kiambu rcat. the community is requesting for nfis donation from well-wishers.",eoc,,,17/03/2018,1
Kiambu,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,flash floods at gichiiki village in thika following heavy down pour reported the previous night,disinventer,,,17/03/2018,1
Kiambu,Limuru,,Limuru,,,Limuru,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 1206hrs, gitonga (krcs central region) reported a stand-off at limuru underpass following heavy rainfall experienced in the last 2 days. several vehicles struck with passengers trapped causing a tailback in the busy highway. the passengers have since been evacuated with no injuries by kiambu rcat. the road remains impassable.",eoc,,,15/04/2018,1
Kiambu,,,,,Kenyatta University,Kenyatta University,0,0,2,,,,,,,,,,,,,,,,,,,,,,,"at 1123hrs, eoc through social media monitoring captured reports of a road traffic accident at kenyatta university along thika road. a speeding personal car heading to town lost control and knocked down a motorbike rider with a passenger on board.  two casualties  with minor injuries  were evacuated to the nearest hospital by well-wishers. nps cleared the scene.",eoc,,,18/04/2018,1
Kiambu,,Karura,,Karura,,Karura,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 2138hrs, stanley via 0726340345 reported of flash floods at karura in kiambu county. a dam in munyaka area burst its banks after it filled to its threshold. krcs kiambu is monitoring the situation and advising people living in the riverine area and downstream to move to higher grounds.",eoc,,,18/05/2018,1
Kilifi,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,dref,12/03; operations update no. 3,-,27/06/2003,1
Kilifi,,,,,Dagamra Location,Dagamra Location,,,,,,,,,,2000,,,,,,,,,,,,,,,,,dref,bulletin (no. 2/2006),,09/04/2006,1
Kilifi,,,,,Dagamra,Dagamra,,,,,,,,,,2000,,,,,,,,,,,,,,,,,dref,bulletin (no. 2/2006),,17/05/2006,1
Kilifi,,,,,"Mnarani, Matsangoni, Kikambala And Kaloleni Townships","Mnarani, Matsangoni, Kikambala And Kaloleni Townships",,,,25,,,,,,,,,,,,,,,,,,,,,,,dref,bulletin (no. 2/2006),,20/05/2006,1
Kilifi,,,,,Kikambala,Kikambala,,,,,,,,,400,,,,,,,,,,,,,,,,,,dref,bulletin (no. 2/2006),,22/05/2006,1
Kilifi,,Bahari,,,,Bahari,,,,,,,,,900,,,,,,,,,,,,,,,,,,dref,bulletin (no. 2/2006),,23/05/2006,1
Kilifi,,,,,,,,,,,,,,,,,,bridge,,,1,,,,,,,,,,,tha main bridge linking mazeras to kaloleni has been washed away,disinventer,,,27/10/2006,1
Kilifi,,,,,,,,,,15,,,,,,,,school,,,,,,,,,,,,,,learning institutions have been affected,disinventer,,,27/10/2006,1
Kilifi,,,,,Kilifi District,Kilifi District,5,,,25,,,100,,10000,288,,schools,,,,1,,,,,,,,,,,dref,mdrke003,fl-2006-000159-ken,08/11/2006,1
Kilifi,,,,,,,,,17,,4,,,,,,,,,,,,,,,,,,,,,roof of 4 houses blown off and one wall damaged,disinventer,,,01/06/2008,1
Kilifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,28/10/2009,1
Kilifi,,,,,,,2,,,466,,1000,,,,,,"bridge, electricity",,,,,,,,,,,,,,1000 households were affected,disinventer,,,01/11/2009,1
Kilifi,,,,,,,2,,,,,54,,,,,,"bridge, electricity",,,1,,,,,,,,,,,river mbogholo burst and swept away crops. abridge under construction was swept away and 3 power posts were brought down by the water,disinventer,,,01/11/2009,1
Kilifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,01/11/2009,1
Kilifi,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,02/11/2009,1
Kilifi,Malindi,,Malindi,,,Malindi,,,,,,430,,,,,,,,,,,,,,,,,,,,,dref,nov_4th_2009_mdrke010,,04/11/2009,1
Kilifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,06/01/2010,1
Kilifi,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,a big trench was created across the road,disinventer,,,06/01/2010,1
Kilifi,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,9 families were left homeless after houses were submerged in floods,disinventer,,,06/01/2010,1
Kilifi,,,,,,,,,,97,66,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000047-ken,21/03/2010,1
Kilifi,,,,,"Malindi, Lamu, Garsen, Tudor, Changamwe, Likoni, Kiliifi And Kwale","Malindi, Lamu, Garsen, Tudor, Changamwe, Likoni, Kiliifi And Kwale",,,,,,4667,1569,,,,,,,,,,,,,,,,,,,,dref,7_apr_2010_mdrke010,,07/04/2010,1
Kilifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,29/04/2010,1
Kilifi,Malindi,,Malindi,,,Malindi,,,,,,,66,,325,,,,,,,,,,,,,,,,,,dref,14_may_2010mdrke012,,14/05/2010,1
Kilifi,,,,,,,,,,354,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000047-ken,22/05/2010,1
Kilifi,,,,,,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,13/10/2011,1
Kilifi,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,the river was swollen due to heavy rains,disinventer,,,15/10/2011,1
Kilifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,01/03/2012,1
Kilifi,Magarini,Magarini,Magarini,,,Magarini,0,0,0,,,85,,,,,,,,,,,,,,,,,,,,"dagamra location magarini district household are galenivillage 28, kabelengani 21, mkokoani 22, mandiri 13, and mzizima 1. the total affected 85 household. the farms affected are around 200acres per farm.",eoc,,,26/04/2012,1
Kilifi,Magarini,Magarini,Magarini,,,Magarini,0,0,0,,,206,,,,,,,,,,,,,,,,,,,,"floods were reported in magarini constituency at 1949hrs. kenya red cross team responded to the incident and conducted an assessment in the area. 206 households were affected, 121 of them in dagamra and another 85 in garashi. the people displaced from garashi are residing in two schools. however, alternative shelter is being sought as schools are expected to reopen. the dc and the area mp hon. amason kingi visited the families affected by the floods.",eoc,,,29/04/2012,1
Kilifi,,,,,Malimo,Malimo,0,0,0,,,,,,,,,,,,,,,,,,,,,,,in malimo malindi 3 villages have been marooned rescue operation is ongoing. the cause of flooding is due to athi-galana-sabaki river which is the second longest river in kenya broke its banks. unknown numbers of animal have been swept with farm land submerged.,eoc,,,05/05/2012,1
Kilifi,,,,,"Burangi,Bate,Dololo,Mwangatini And Garashi Primary Schools","Burangi,Bate,Dololo,Mwangatini And Garashi Primary Schools",,,,,,,,,,,,,,,,5,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Kilifi,,,,,Bate,Bate,,,,,,,272,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Kilifi,,,,,Ganze-Sokoke,Ganze-Sokoke,4,,,,,,,,35536,,,,,,,,,,,,,,,,,,dref,dec_20th_2012_mdrke020,,20/12/2012,1
Kilifi,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,heavy rainfall that swept away one body.,disinventer,,,16/04/2013,1
Kilifi,,,,,,,1,,,,,2000,,,,,,canoe,,,,,,,,,,,,,,people were displaced by floods. vessel capsized.,disinventer,,,16/04/2013,1
Kilifi,,,,,"Kolobani Village, Kilifi County","Kolobani Village, Kilifi County",,,,,,209,,,,,,,,,,,,,,,,,,,,,wra,,,16/04/2013,1
Kilifi,,,Chakama,,,Chakama,1,0,0,,,,,,,,,,,,,,,,,,,,,,,"water levels in sabaki river on the increase claimed one life this afternoon when a man was trying to cross; .krcs coast region monitoring, alerted the community on safety measures.",eoc,,,02/12/2013,1
Kilifi,,,,,Magharini,Magharini,,,,,,,,,218,,,,,,,,,,,,,,,,,,dref,may_26th_2014_mdrke025,,26/05/2014,1
Kilifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall constructed along the shores collapsed under powerful waves. 18 families have been rendered homeless.,disinventer,,,30/10/2015,1
Kilifi,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,"bridges,schools and houses were cut off and road was not passable.",disinventer,,,12/11/2015,1
Kilifi,,,,,River Kitengeni,River Kitengeni,0,0,0,,,56,,,,,,,,,,,,,,,,,,,,"krcs kilifi cm reported seasonal r. kitengeni broke its bank affecting approximately 50hh and other 6hh were cut off, rcat will conduct sar and assessment and will share the report to e.o.c later on during the day.",eoc,,,16/11/2015,1
Kilifi,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,50 pupils and 3 students were affected.,disinventer,,,16/11/2015,1
Kilifi,,,,Milore,,Milore,0,0,0,,,50,5,,,,,,,,,,,,,,,,250,,,"hassan musa (krsc county manger) reported a floods incident in milore village at 1000hrs, kilifi county. river milore broke its bank and caused flooding in milore village, 50hhs were affected and 5hhs were displaced .approximately 250 acres of land was destroyed by the heavy rains. seventy people were marooned in the same.krsc malindi conducted a distribution today",eoc,,,17/11/2015,1
